Date,spot_vix,vix3m,vixy,es_price,irx
2020-06-16,33.67,35.8,2426.39990234375,3128.75,0.1599999964237213
2020-06-17,33.47,35.72,2421.60009765625,3118.0,0.16500000655651093
2020-06-18,32.94,35.14,2380.800048828125,3109.0,0.14000000059604645
2020-06-19,35.12,36.68,2419.199951171875,3161.260009765625,0.14300000667572021
2020-06-22,31.77,33.75,2300.0,3110.75,0.14000000059604645
2020-06-23,31.37,33.06,2255.199951171875,3118.5,0.14000000059604645
2020-06-24,33.84,35.39,2411.199951171875,3049.0,0.13500000536441803
2020-06-25,32.22,34.09,2316.800048828125,3070.75,0.12999999523162842
2020-06-26,34.73,35.8,2461.60009765625,3007.0,0.13300000131130219
2020-06-29,31.78,33.91,2342.39990234375,3047.75,0.125
2020-06-30,30.43,32.52,2220.800048828125,3090.25,0.13500000536441803
2020-07-01,28.62,31.68,2158.39990234375,3103.0,0.12999999523162842
2020-07-02,27.68,30.87,2121.60009765625,3129.0,0.13300000131130219
2020-07-06,27.94,30.98,2120.0,3172.0,0.12800000607967377
2020-07-07,29.43,32.07,2182.39990234375,3136.5,0.14000000059604645
2020-07-08,28.08,31.19,2132.800048828125,3163.5,0.13500000536441803
2020-07-09,29.26,32.06,2168.0,3141.0,0.12300000339746475
2020-07-10,27.29,31.02,2112.800048828125,3178.5,0.11999999731779099
2020-07-13,32.19,34.54,2314.39990234375,3148.25,0.125
2020-07-14,29.52,32.56,2176.800048828125,3183.5,0.13300000131130219
2020-07-15,27.76,31.56,2119.199951171875,3219.5,0.125
2020-07-16,28.0,31.55,2080.800048828125,3194.5,0.10300000011920929
2020-07-17,25.68,30.37,2006.4000244140625,3214.0,0.10499999672174454
2020-07-20,24.46,29.1,1913.5999755859375,3245.25,0.10499999672174454
2020-07-21,24.84,29.47,1930.4000244140625,3251.25,0.10999999940395355
2020-07-22,24.32,29.05,1909.5999755859375,3265.5,0.10000000149011612
2020-07-23,26.08,30.25,1968.0,3227.5,0.10300000011920929
2020-07-24,25.84,30.56,1976.0,3204.0,0.09799999743700027
2020-07-27,24.74,30.0,1920.800048828125,3232.25,0.09300000220537186
2020-07-28,25.44,30.1,1909.5999755859375,3213.0,0.10300000011920929
2020-07-29,24.1,29.29,1870.4000244140625,3252.5,0.09000000357627869
2020-07-30,24.76,29.76,1914.4000244140625,3248.75,0.08500000089406967
2020-07-31,24.46,29.71,1875.199951171875,3263.5,0.08299999684095383
2020-08-03,24.28,29.66,1864.0,3288.5,0.07800000160932541
2020-08-04,23.76,29.09,1808.0,3300.0,0.09000000357627869
2020-08-05,22.99,28.6,1772.0,3316.0,0.0949999988079071
2020-08-06,22.65,28.2,1752.0,3344.25,0.08799999952316284
2020-08-07,22.21,28.28,1740.0,3344.75,0.08799999952316284
2020-08-10,22.13,28.05,1688.0,3352.75,0.08799999952316284
2020-08-11,24.03,29.17,1767.199951171875,3330.0,0.10000000149011612
2020-08-12,22.28,28.12,1671.199951171875,3370.0,0.10000000149011612
2020-08-13,22.13,28.17,1671.199951171875,3367.75,0.09000000357627869
2020-08-14,22.05,28.37,1672.800048828125,3361.5,0.08799999952316284
2020-08-17,21.35,27.45,1608.800048828125,3379.75,0.08500000089406967
2020-08-18,21.51,27.35,1593.5999755859375,3387.0,0.10000000149011612
2020-08-19,22.54,28.11,1624.800048828125,3372.75,0.0949999988079071
2020-08-20,22.72,28.13,1607.199951171875,3380.75,0.08799999952316284
2020-08-21,22.54,28.17,1614.4000244140625,3392.5,0.08799999952316284
2020-08-24,22.37,28.1,1608.800048828125,3427.5,0.08500000089406967
2020-08-25,22.03,27.91,1597.5999755859375,3443.0,0.0949999988079071
2020-08-26,23.27,28.7,1634.4000244140625,3480.25,0.09300000220537186
2020-08-27,24.47,29.93,1686.4000244140625,3485.25,0.0949999988079071
2020-08-28,22.96,29.62,1677.5999755859375,3504.5,0.0949999988079071
2020-08-31,26.41,31.85,1757.5999755859375,3499.0,0.0949999988079071
2020-09-01,26.12,32.1,1789.5999755859375,3527.0,0.10000000149011612
2020-09-02,26.57,32.67,1837.5999755859375,3579.25,0.10000000149011612
2020-09-03,33.6,37.63,2080.800048828125,3461.5,0.10000000149011612
2020-09-04,30.75,34.75,1907.199951171875,3417.5,0.10300000011920929
2020-09-08,31.46,34.31,1852.800048828125,3335.5,0.1080000028014183
2020-09-09,28.81,32.12,1759.199951171875,3400.25,0.10499999672174454
2020-09-10,29.71,32.92,1779.199951171875,3340.5,0.10300000011920929
2020-09-11,26.87,31.13,1670.4000244140625,3333.75,0.10300000011920929
2020-09-14,25.85,30.48,1644.0,3382.5,0.10000000149011612
2020-09-15,25.59,30.27,1643.199951171875,3405.25,0.10000000149011612
2020-09-16,26.04,30.57,1633.5999755859375,3389.5,0.10000000149011612
2020-09-17,26.46,30.75,1597.5999755859375,3361.5,0.08500000089406967
2020-09-18,25.83,30.46,1598.4000244140625,3353.60009765625,0.08299999684095383
2020-09-21,27.78,31.64,1651.199951171875,3275.0,0.07999999821186066
2020-09-22,26.86,31.67,1662.4000244140625,3299.25,0.08799999952316284
2020-09-23,28.58,33.28,1751.199951171875,3231.25,0.08799999952316284
2020-09-24,28.51,33.06,1720.0,3238.0,0.09300000220537186
2020-09-25,26.38,32.03,1673.5999755859375,3287.25,0.09000000357627869
2020-09-28,26.19,31.74,1668.0,3346.0,0.08799999952316284
2020-09-29,26.27,31.09,1635.199951171875,3333.75,0.08500000089406967
2020-09-30,26.37,31.64,1632.800048828125,3352.0,0.08500000089406967
2020-10-01,26.7,31.72,1640.800048828125,3367.75,0.08299999684095383
2020-10-02,27.63,32.39,1687.199951171875,3339.25,0.08500000089406967
2020-10-05,27.96,31.28,1637.5999755859375,3393.0,0.08500000089406967
2020-10-06,29.48,31.88,1658.4000244140625,3353.25,0.08799999952316284
2020-10-07,28.06,30.7,1606.4000244140625,3406.75,0.08799999952316284
2020-10-08,26.36,29.49,1543.199951171875,3437.5,0.08799999952316284
2020-10-09,25.0,28.28,1461.5999755859375,3473.25,0.09300000220537186
2020-10-12,25.07,27.98,1434.4000244140625,3532.75,0.09000000357627869
2020-10-13,26.07,28.35,1449.5999755859375,3504.75,0.09300000220537186
2020-10-14,26.4,28.24,1437.5999755859375,3481.0,0.10000000149011612
2020-10-15,26.97,28.72,1448.800048828125,3475.5,0.0949999988079071
2020-10-16,27.41,29.21,1458.4000244140625,3462.25,0.09000000357627869
2020-10-19,29.18,30.4,1523.199951171875,3422.75,0.09000000357627869
2020-10-20,29.35,30.11,1522.4000244140625,3432.25,0.0949999988079071
2020-10-21,28.65,29.61,1485.5999755859375,3432.5,0.09000000357627869
2020-10-22,28.11,29.3,1452.0,3449.25,0.08500000089406967
2020-10-23,27.55,28.99,1453.5999755859375,3451.75,0.08299999684095383
2020-10-26,32.46,32.07,1580.800048828125,3393.5,0.07999999821186066
2020-10-27,33.35,32.72,1588.0,3383.0,0.09000000357627869
2020-10-28,40.28,37.75,1816.800048828125,3263.5,0.09000000357627869
2020-10-29,37.59,35.84,1664.0,3302.25,0.08299999684095383
2020-10-30,38.02,36.27,1738.4000244140625,3264.75,0.08299999684095383
2020-11-02,37.13,35.06,1700.800048828125,3300.5,0.08299999684095383
2020-11-03,35.55,33.52,1611.199951171875,3361.5,0.09000000357627869
2020-11-04,29.57,29.98,1469.5999755859375,3435.0,0.08299999684095383
2020-11-05,27.58,29.05,1441.5999755859375,3504.75,0.08500000089406967
2020-11-06,24.86,27.37,1348.0,3500.75,0.08299999684095383
2020-11-09,25.75,26.88,1317.5999755859375,3544.0,0.08799999952316284
2020-11-10,24.8,26.49,1275.199951171875,3541.0,0.09000000357627869
2020-11-11,23.45,25.62,1249.5999755859375,3568.0,0.09000000357627869
2020-11-12,25.35,27.22,1333.5999755859375,3532.5,0.08500000089406967
2020-11-13,23.1,25.69,1251.199951171875,3582.0,0.08299999684095383
2020-11-16,22.45,25.35,1219.199951171875,3623.0,0.07500000298023224
2020-11-17,22.71,25.38,1200.0,3606.75,0.07999999821186066
2020-11-18,23.84,26.39,1244.800048828125,3565.0,0.07500000298023224
2020-11-19,23.11,25.8,1221.5999755859375,3580.0,0.05999999865889549
2020-11-20,23.7,26.06,1217.5999755859375,3554.25,0.057999998331069946
2020-11-23,22.66,25.43,1202.4000244140625,3576.0,0.07000000029802322
2020-11-24,21.64,24.84,1184.0,3632.75,0.07999999821186066
2020-11-25,21.25,24.42,1140.800048828125,3627.25,0.07999999821186066
2020-11-27,20.84,24.43,1148.0,3636.5,0.0729999989271164
2020-11-30,20.57,24.33,1125.5999755859375,3623.25,0.07500000298023224
2020-12-01,20.77,24.49,1134.4000244140625,3660.5,0.07999999821186066
2020-12-02,21.17,24.54,1129.5999755859375,3667.25,0.07500000298023224
2020-12-03,21.28,24.56,1138.4000244140625,3664.5,0.07500000298023224
2020-12-04,20.79,24.29,1121.5999755859375,3698.0,0.07500000298023224
2020-12-07,21.3,24.52,1128.0,3690.75,0.07000000029802322
2020-12-08,20.68,23.87,1088.800048828125,3702.0,0.06800000369548798
2020-12-09,22.27,24.73,1128.0,3672.5,0.07000000029802322
2020-12-10,22.52,25.05,1137.5999755859375,3668.5,0.07000000029802322
2020-12-11,23.31,26.05,1180.800048828125,3661.25,0.06499999761581421
2020-12-14,24.72,27.11,1208.800048828125,3646.5,0.05999999865889549
2020-12-15,22.89,25.87,1152.0,3694.5,0.07000000029802322
2020-12-16,22.5,25.47,1112.0,3700.75,0.07500000298023224
2020-12-17,21.93,25.15,1100.0,3721.25,0.07999999821186066
2020-12-18,21.57,25.17,1126.4000244140625,3726.25,0.07999999821186066
2020-12-21,25.16,27.58,1208.0,3685.75,0.07800000160932541
2020-12-22,24.23,27.25,1184.800048828125,3677.25,0.07800000160932541
2020-12-23,23.31,26.26,1139.199951171875,3681.5,0.07500000298023224
2020-12-24,21.53,25.37,1108.0,3695.0,0.07500000298023224
2020-12-28,21.7,25.15,1100.0,3727.5,0.07999999821186066
2020-12-29,23.08,26.24,1143.199951171875,3720.0,0.09000000357627869
2020-12-30,22.77,25.44,1100.0,3724.25,0.07000000029802322
2020-12-31,22.75,25.28,1099.199951171875,3748.75,0.06499999761581421
2021-01-04,26.97,28.26,1204.0,3692.25,0.06800000369548798
2021-01-05,25.34,27.25,1158.4000244140625,3718.25,0.07800000160932541
2021-01-06,25.07,26.79,1151.199951171875,3740.5,0.07800000160932541
2021-01-07,22.37,25.02,1080.800048828125,3795.5,0.07999999821186066
2021-01-08,21.56,24.9,1070.4000244140625,3817.5,0.07999999821186066
2021-01-11,24.08,26.7,1136.0,3792.0,0.07999999821186066
2021-01-12,23.33,26.2,1097.5999755859375,3794.5,0.07999999821186066
2021-01-13,22.21,25.55,1080.0,3803.75,0.07999999821186066
2021-01-14,23.25,26.32,1093.5999755859375,3791.25,0.07500000298023224
2021-01-15,24.34,27.26,1120.800048828125,3762.25,0.07500000298023224
2021-01-19,23.24,26.69,1089.5999755859375,3790.5,0.0729999989271164
2021-01-20,21.58,25.72,1067.199951171875,3845.0,0.07500000298023224
2021-01-21,21.32,25.7,1058.4000244140625,3846.0,0.0729999989271164
2021-01-22,21.91,25.99,1073.5999755859375,3834.25,0.07000000029802322
2021-01-25,23.19,26.88,1116.800048828125,3848.5,0.07000000029802322
2021-01-26,23.02,26.89,1098.4000244140625,3842.5,0.06800000369548798
2021-01-27,37.21,35.73,1326.4000244140625,3744.25,0.05999999865889549
2021-01-28,30.21,31.77,1299.199951171875,3779.25,0.054999999701976776
2021-01-29,33.09,33.88,1384.0,3705.25,0.04800000041723251
2021-02-01,30.24,32.53,1303.199951171875,3765.75,0.04800000041723251
2021-02-02,25.56,29.36,1194.4000244140625,3818.25,0.05000000074505806
2021-02-03,22.91,27.57,1130.4000244140625,3823.5,0.03999999910593033
2021-02-04,21.77,26.79,1080.800048828125,3864.5,0.029999999329447746
2021-02-05,20.87,26.52,1078.4000244140625,3880.25,0.023000000044703484
2021-02-08,21.24,26.65,1069.5999755859375,3908.0,0.019999999552965164
2021-02-09,21.63,27.11,1075.199951171875,3905.5,0.032999999821186066
2021-02-10,21.99,27.49,1090.4000244140625,3903.0,0.03500000014901161
2021-02-11,21.25,27.22,1065.5999755859375,3912.0,0.03500000014901161
2021-02-12,19.97,26.5,1031.199951171875,3931.0,0.03500000014901161
2021-02-16,21.46,27.55,1032.800048828125,3927.75,0.03500000014901161
2021-02-17,21.5,27.52,1018.4000244140625,3928.0,0.03500000014901161
2021-02-18,22.49,27.86,1027.199951171875,3909.5,0.023000000044703484
2021-02-19,22.05,27.09,987.2000122070312,3903.0,0.023000000044703484
2021-02-22,23.45,27.81,1028.800048828125,3873.5,0.02500000037252903
2021-02-23,23.11,27.12,986.4000244140625,3878.0,0.023000000044703484
2021-02-24,21.34,25.89,948.7999877929688,3922.5,0.02800000086426735
2021-02-25,28.89,30.24,1096.0,3828.0,0.032999999821186066
2021-02-26,27.95,29.6,1044.0,3809.25,0.03500000014901161
2021-03-01,23.35,26.78,964.0,3898.75,0.02800000086426735
2021-03-02,24.1,27.16,980.0,3867.5,0.03500000014901161
2021-03-03,26.67,28.79,1023.2000122070312,3816.75,0.03500000014901161
2021-03-04,28.57,30.08,1065.5999755859375,3765.5,0.02800000086426735
2021-03-05,24.66,27.89,992.0,3839.0,0.02800000086426735
2021-03-08,25.47,28.13,1016.0,3819.25,0.03500000014901161
2021-03-09,24.03,27.28,967.2000122070312,3873.25,0.03500000014901161
2021-03-10,22.56,26.68,956.0,3896.5,0.029999999329447746
2021-03-11,21.91,26.09,931.2000122070312,3936.75,0.02800000086426735
2021-03-12,20.69,25.74,915.2000122070312,3942.25,0.02500000037252903
2021-03-15,20.03,24.89,863.2000122070312,3967.5,0.014999999664723873
2021-03-16,19.79,24.71,863.2000122070312,3962.5,0.00800000037997961
2021-03-17,19.23,23.88,824.0,3974.0,0.00800000037997961
2021-03-18,21.58,25.28,871.2000122070312,3916.5,0.003000000026077032
2021-03-19,20.95,24.99,843.2000122070312,3912.6201171875,0.004999999888241291
2021-03-22,18.88,22.94,780.0,3930.0,0.004999999888241291
2021-03-23,20.3,23.8,820.0,3899.75,0.009999999776482582
2021-03-24,21.2,24.4,824.7999877929688,3880.75,0.014999999664723873
2021-03-25,19.81,23.37,799.2000122070312,3900.5,0.014999999664723873
2021-03-26,18.86,22.32,768.0,3964.75,0.014999999664723873
2021-03-29,20.74,23.2,789.5999755859375,3959.0,0.00800000037997961
2021-03-30,19.61,22.31,752.7999877929688,3947.75,0.013000000268220901
2021-03-31,19.4,22.15,748.0,3967.5,0.013000000268220901
2021-04-01,17.33,20.97,724.7999877929688,4010.0,0.00800000037997961
2021-04-05,17.91,20.96,703.2000122070312,4067.75,0.014999999664723873
2021-04-06,18.12,21.16,709.5999755859375,4064.0,0.014999999664723873
2021-04-07,17.16,20.66,688.0,4070.0,0.009999999776482582
2021-04-08,16.95,20.59,677.5999755859375,4089.0,0.004999999888241291
2021-04-09,16.69,20.74,676.0,4119.5,0.003000000026077032
2021-04-12,16.91,20.82,665.5999755859375,4120.25,0.009999999776482582
2021-04-13,16.65,20.78,660.0,4132.75,0.014999999664723873
2021-04-14,16.99,21.06,675.2000122070312,4118.0,0.014999999664723873
2021-04-15,16.57,20.76,652.7999877929688,4162.5,0.009999999776482582
2021-04-16,16.25,20.53,642.4000244140625,4176.25,0.00800000037997961
2021-04-19,17.29,21.37,664.7999877929688,4155.5,0.014999999664723873
2021-04-20,18.68,22.35,680.0,4126.5,0.014999999664723873
2021-04-21,17.5,21.49,644.7999877929688,4164.75,0.013000000268220901
2021-04-22,18.71,22.52,689.5999755859375,4127.75,0.014999999664723873
2021-04-23,17.33,21.57,658.4000244140625,4171.5,0.014999999664723873
2021-04-26,17.64,21.54,653.5999755859375,4179.5,0.00800000037997961
2021-04-27,17.56,21.32,639.2000122070312,4179.0,0.009999999776482582
2021-04-28,17.28,21.13,636.7999877929688,4176.25,0.00800000037997961
2021-04-29,17.61,21.31,632.7999877929688,4203.5,0.00800000037997961
2021-04-30,18.61,22.07,658.4000244140625,4174.5,0.003000000026077032
2021-05-03,18.31,21.74,633.5999755859375,4185.75,0.004999999888241291
2021-05-04,19.48,22.67,657.5999755859375,4158.25,0.009999999776482582
2021-05-05,19.15,22.26,642.4000244140625,4160.0,0.00800000037997961
2021-05-06,18.39,21.88,638.4000244140625,4194.25,0.00800000037997961
2021-05-07,16.69,20.79,600.0,4225.25,0.00800000037997961
2021-05-10,19.66,22.4,626.4000244140625,4183.5,0.004999999888241291
2021-05-11,21.84,24.23,675.2000122070312,4146.25,0.009999999776482582
2021-05-12,27.59,28.18,791.2000122070312,4058.75,0.009999999776482582
2021-05-13,23.13,25.26,716.7999877929688,4107.0,0.00800000037997961
2021-05-14,18.81,22.26,632.7999877929688,4169.0,0.004999999888241291
2021-05-17,19.72,23.14,645.5999755859375,4157.75,0.004999999888241291
2021-05-18,21.34,24.22,663.2000122070312,4123.0,0.009999999776482582
2021-05-19,22.18,25.27,692.0,4111.5,0.004999999888241291
2021-05-20,20.67,23.81,655.2000122070312,4154.25,0.003000000026077032
2021-05-21,20.15,23.49,646.4000244140625,4151.75,0.003000000026077032
2021-05-24,18.4,22.23,616.7999877929688,4193.75,0.003000000026077032
2021-05-25,18.84,22.4,616.7999877929688,4185.5,0.009999999776482582
2021-05-26,17.36,21.3,587.7999877929688,4193.0,0.004999999888241291
2021-05-27,16.74,20.31,559.2000122070312,4199.0,0.004999999888241291
2021-05-28,16.76,20.48,567.2000122070312,4202.5,0.00800000037997961
2021-06-01,17.9,21.34,581.4000244140625,4198.5,0.009999999776482582
2021-06-02,17.48,21.42,567.2000122070312,4206.25,0.014999999664723873
2021-06-03,18.04,21.82,577.5999755859375,4191.25,0.014999999664723873
2021-06-04,16.42,20.62,547.0,4228.25,0.014999999664723873
2021-06-07,16.42,20.55,537.2000122070312,4225.5,0.017999999225139618
2021-06-08,17.07,20.85,543.7999877929688,4225.75,0.019999999552965164
2021-06-09,17.89,21.28,552.0,4218.5,0.019999999552965164
2021-06-10,16.1,20.08,518.5999755859375,4238.0,0.019999999552965164
2021-06-11,15.65,19.64,504.6000061035156,4245.75,0.017999999225139618
2021-06-14,16.39,20.14,508.3999938964844,4254.75,0.014999999664723873
2021-06-15,17.02,20.68,520.0,4246.5,0.019999999552965164
2021-06-16,18.15,21.26,525.0,4223.0,0.02800000086426735
2021-06-17,17.75,20.98,521.7999877929688,4222.25,0.02800000086426735
2021-06-18,20.7,22.93,567.2000122070312,4187.25,0.02800000086426735
2021-06-21,17.89,21.12,530.0,4213.75,0.029999999329447746
2021-06-22,16.66,20.07,505.3999938964844,4236.25,0.03799999877810478
2021-06-23,16.32,19.7,495.3999938964844,4231.5,0.03999999910593033
2021-06-24,15.97,19.26,484.6000061035156,4256.0,0.0430000014603138
2021-06-25,15.62,19.0,477.3999938964844,4271.25,0.0430000014603138
2021-06-28,15.76,19.02,478.20001220703125,4280.5,0.03999999910593033
2021-06-29,16.02,19.49,486.6000061035156,4282.0,0.03999999910593033
2021-06-30,15.83,19.51,481.6000061035156,4288.5,0.03999999910593033
2021-07-01,15.48,19.45,475.0,4310.75,0.03999999910593033
2021-07-02,15.07,19.3,472.6000061035156,4342.75,0.03799999877810478
2021-07-06,16.44,20.26,484.0,4334.0,0.03999999910593033
2021-07-07,16.2,20.41,485.20001220703125,4349.75,0.0430000014603138
2021-07-08,19.0,21.98,517.5999755859375,4313.0,0.0430000014603138
2021-07-09,16.18,20.44,481.3999938964844,4360.0,0.0430000014603138
